fas4,lifesat,wemwbs,sebdtot,physact60,schoolid_anonymous,genid_sab6,meanpsychcomplfreq,dailyfruitveg,pastmonthcann,drink2bin,weeklysmoker,vigpaguidance,age1,ethnic2,bullyvictim
NA,8,23,17,4,118,2,4.25,1,0,0,0,1,13,0,1
11,3,8,24,NA,118,8,4.75,0,NA,0,0,NA,13,0,1
11,7,22,15,3,118,1,1,0,0,0,0,0,13,0,1
13,9,28,4,4,118,1,1.25,0,0,0,0,1,13,0,1
8,6,NA,NA,NA,197,2,3,NA,NA,NA,NA,NA,13,0,NA
8,9,24,4,4,197,1,2.25,0,0,0,0,1,12,0,0
7,10,35,1,7,197,2,1,1,0,0,0,1,13,0,0
NA,6,20,NA,6,30,1,1.75,0,NA,NA,NA,1,15,1,NA
9,10,21,28,0,197,1,3.75,0,0,0,0,1,13,0,1
10,10,27,10,7,153,2,1.75,0,0,0,0,1,12,0,0
7,0,8,27,2,30,2,4.25,0,0,1,0,0,15,0,1
5,8,25,27,5,197,1,3,0,0,0,0,0,12,0,1
3,5,NA,15,5,174,2,NA,0,0,0,0,1,11,0,0
9,NA,22,26,7,174,2,2.75,0,0,0,0,1,11,1,1
5,10,33,1,1,174,2,1.25,0,0,0,0,0,12,1,0
NA,4,NA,18,4,174,1,3.25,0,0,0,0,1,11,NA,1
7,8,24,15,6,174,2,2.25,0,0,0,0,1,11,0,0
8,5,10,15,0,174,2,2.25,0,0,0,0,0,11,0,1
9,8,23,12,6,174,2,2,1,0,0,0,1,12,0,0
8,7,23,21,2,174,1,3.25,0,0,0,0,NA,12,0,0
NA,9,21,15,5,174,1,2,0,0,0,0,0,12,0,0
7,5,18,23,1,174,2,NA,0,0,0,0,0,12,1,0
4,7,24,23,2,174,2,3.25,NA,0,0,0,1,12,0,0
NA,8,NA,NA,6,174,1,2.5,0,0,0,0,1,12,NA,0
11,8,23,17,5,174,1,2.25,1,0,0,0,1,12,1,1
7,4,24,15,6,174,1,2.5,1,0,0,0,1,11,0,0
NA,NA,33,6,6,174,2,1,1,0,0,0,1,11,1,0
5,9,23,NA,3,174,2,2.5,0,0,0,0,0,12,0,0
9,7,19,17,2,174,1,3.25,0,0,0,0,0,11,0,1
5,7,22,21,7,174,2,5,0,0,0,0,1,12,0,1
6,6,NA,NA,3,174,2,1.75,0,0,0,0,0,12,1,NA
6,5,13,16,3,174,2,3,0,0,0,0,0,NA,1,0
NA,9,26,13,3,174,2,2,0,0,0,0,0,12,1,1
0,8,24,18,NA,174,2,2.75,0,0,0,0,NA,11,1,0
8,9,29,10,7,174,1,1.5,1,0,0,0,1,12,0,1
5,5,NA,0,3,174,2,NA,1,0,0,0,0,11,1,NA
7,8,29,5,3,174,1,1.25,0,0,0,0,0,12,0,0
NA,6,20,22,4,174,2,2.75,0,0,0,0,0,11,1,1
5,10,28,5,7,174,2,1.5,1,0,0,0,0,11,0,0
6,9,22,14,4,174,2,3.5,0,0,0,0,0,11,1,1
10,0,20,27,NA,174,2,4.75,0,0,0,0,1,12,1,1
5,10,NA,19,7,174,2,4.5,0,0,0,0,0,11,0,1
7,8,22,25,6,174,1,4,0,0,0,0,0,11,0,1
6,10,29,1,6,174,2,1,1,0,0,0,1,11,1,0
3,6,35,30,5,174,1,1.25,0,0,0,0,1,12,NA,0
7,4,17,27,5,174,1,3,0,0,0,0,0,11,0,1
6,10,19,11,2,174,2,1.5,0,0,0,0,0,12,1,0
9,NA,NA,NA,NA,174,2,NA,0,0,0,0,NA,11,0,1
8,6,15,21,3,174,1,3.75,0,0,0,0,0,11,1,1
11,3,14,22,1,174,8,5,0,0,0,0,0,11,0,1
8,9,23,12,4,174,2,3.5,0,0,0,0,0,11,1,0
5,6,27,16,5,174,2,3.75,0,0,0,0,1,11,1,0
NA,NA,NA,26,NA,174,2,NA,0,0,0,0,1,12,1,1
NA,5,NA,3,5,174,1,NA,NA,NA,0,NA,1,12,NA,NA
2,NA,16,NA,3,174,1,1.75,0,0,0,0,0,NA,1,0
9,10,33,3,5,174,1,1,1,0,0,0,1,12,1,0
2,5,24,22,5,174,1,2.5,0,0,0,0,0,12,0,0
11,9,27,10,7,174,1,1,0,0,0,0,1,11,1,0
5,4,21,22,5,174,1,2.5,0,0,0,0,1,11,0,0
7,10,27,2,1,174,1,1,0,0,0,0,1,11,1,NA
NA,10,NA,10,5,174,2,2,0,0,0,0,1,12,1,0
NA,9,NA,8,NA,174,2,1,0,0,0,0,0,11,1,NA
6,5,21,22,5,174,2,3.75,0,0,0,0,1,12,NA,1
12,9,21,14,NA,174,3,NA,0,NA,0,0,1,11,NA,1
NA,7,27,7,NA,174,1,1,0,0,0,0,0,12,0,1
11,7,22,7,7,133,2,2.75,0,0,0,0,1,11,0,1
6,9,25,15,7,133,2,3.75,1,0,0,0,1,11,1,0
13,7,23,2,NA,133,2,2,0,0,0,0,1,11,0,0
11,9,27,8,5,133,2,1,0,0,0,0,1,12,0,0
10,7,28,6,2,133,1,1,0,0,0,0,1,12,0,0
13,8,28,1,6,133,2,2.5,1,0,0,0,1,11,0,1
11,9,21,23,3,133,2,3,1,0,0,0,1,12,0,0
6,9,20,6,7,133,1,2,0,0,0,0,1,11,0,1
6,8,27,9,7,133,1,1,1,0,0,0,1,12,0,0
6,10,NA,10,5,133,2,1,1,0,0,0,1,11,0,0
8,7,25,5,7,133,2,3,1,0,0,0,1,12,0,1
11,8,29,10,5,133,1,1.5,0,0,0,0,1,12,0,0
NA,10,18,7,7,133,1,NA,0,0,0,0,0,11,0,0
11,10,28,NA,2,133,1,3,0,0,0,0,0,11,0,NA
12,8,28,8,6,133,2,1.5,1,0,0,0,1,11,0,0
11,6,18,21,4,133,1,4.75,0,0,NA,0,0,12,0,1
9,9,28,2,5,133,1,1,0,0,0,0,1,11,0,0
12,8,25,9,5,133,2,2.5,0,0,0,0,1,11,0,0
11,9,27,7,5,133,1,1,0,0,0,0,0,11,1,1
11,9,29,9,7,133,2,NA,1,0,0,0,1,11,0,1
8,7,26,11,2,133,1,NA,0,0,0,0,0,12,1,0
11,8,14,20,2,133,1,3,0,0,0,0,0,12,1,0
13,9,12,NA,NA,133,2,2.75,0,0,0,0,0,12,0,0
13,3,23,16,7,133,1,4.25,1,0,0,0,1,12,0,NA
8,8,19,NA,1,156,2,2.75,0,NA,NA,0,0,16,0,NA
9,7,33,2,4,102,2,1,0,0,0,0,0,13,0,0
11,8,24,9,4,102,2,1.75,0,0,0,0,1,13,0,0
13,9,29,4,7,133,2,1.25,1,0,0,0,1,11,0,0
10,3,21,16,4,102,2,5,0,0,0,0,1,14,0,0
7,8,21,11,4,102,2,1.75,0,0,0,0,1,13,0,0
8,8,28,5,4,102,2,1,0,0,0,0,0,13,0,0
8,6,23,14,NA,102,2,3.5,0,0,0,0,0,13,0,1
9,8,24,12,2,102,2,2.5,0,0,0,0,0,14,0,0
12,5,17,24,4,102,2,4.75,0,NA,NA,NA,1,13,0,NA
9,10,NA,NA,NA,102,1,1,NA,NA,NA,NA,NA,13,0,NA
6,3,14,18,3,102,2,4.75,0,0,0,0,0,13,0,1
8,7,24,NA,4,102,1,1.5,0,0,0,0,1,14,1,NA
8,7,23,25,3,102,1,3.75,0,0,0,0,0,14,0,1
2,10,NA,NA,NA,102,1,3.5,NA,NA,NA,NA,NA,13,0,NA
10,6,22,17,3,163,1,2.25,0,0,1,0,1,16,0,0
10,9,35,2,7,163,1,1,1,0,1,0,1,16,0,0
9,9,32,5,6,163,1,1.25,0,0,0,0,1,16,0,0
10,6,7,25,6,102,2,4.75,0,0,NA,NA,1,14,0,NA
7,4,20,17,3,163,2,3.25,0,0,1,0,1,16,0,0
8,4,16,17,3,163,2,4.25,0,1,1,0,1,15,0,0
10,7,19,18,2,197,2,1.75,0,0,0,0,0,13,1,1
11,2,10,29,7,197,2,5,0,0,0,0,1,12,0,0
9,6,14,27,NA,163,1,3.75,0,0,1,0,0,16,0,1
10,9,21,9,5,197,1,3,0,0,0,0,1,12,0,0
9,5,17,21,3,163,2,3.75,1,0,1,0,1,16,0,1
11,7,22,20,7,163,1,2.75,1,1,1,1,1,15,0,0
8,8,NA,NA,NA,197,1,1,0,NA,0,0,0,12,0,NA
13,9,27,3,7,163,2,1.5,1,0,1,0,1,16,0,0
11,1,21,17,7,163,1,NA,1,0,1,0,1,16,1,1
10,10,NA,14,7,163,NA,2,1,1,1,0,1,15,1,1
10,9,24,15,6,163,1,2,0,0,0,0,1,15,0,0
8,8,23,19,5,163,1,2.5,0,0,1,0,1,15,0,0
13,5,23,11,6,163,2,4.5,1,0,1,0,1,15,0,0
10,9,32,9,2,163,1,2.25,0,0,0,0,0,15,0,1
9,4,19,17,4,156,2,4.75,1,0,0,0,0,12,0,1
8,9,31,1,5,156,2,1,0,0,0,0,1,11,0,0
8,10,NA,7,1,156,2,1.25,0,0,0,0,0,11,0,0
6,6,NA,26,0,156,6,4.25,0,0,0,0,0,NA,0,1
NA,10,NA,2,7,156,1,NA,1,0,0,0,1,12,0,0
9,10,30,18,7,156,1,2.75,0,0,0,0,0,11,0,1
10,8,21,18,4,156,2,2.5,0,0,0,0,1,11,0,1
7,8,20,15,7,156,1,2,0,0,0,0,1,11,0,0
11,9,NA,6,6,156,1,1,0,0,0,0,1,12,0,0
10,10,NA,11,5,156,2,NA,0,0,0,0,0,12,0,0
NA,3,NA,22,4,156,1,NA,NA,0,NA,0,NA,11,0,0
8,8,19,NA,4,156,2,3.75,0,0,0,0,1,11,0,NA
7,NA,NA,19,7,156,1,2.75,0,0,0,0,1,11,0,0
5,6,NA,5,5,156,6,2.75,0,0,0,0,1,12,0,1
6,7,15,28,7,156,NA,3.25,1,0,0,0,0,11,0,1
13,9,23,18,7,163,1,1.5,0,0,0,0,1,15,0,0
12,8,23,16,5,163,1,3,0,0,0,0,1,15,0,1
9,9,28,4,6,163,1,1,1,0,0,0,1,15,0,0
2,5,19,18,3,156,1,NA,0,0,0,0,0,11,0,NA
8,6,15,25,3,163,1,4.75,0,1,1,0,0,15,0,1
10,8,28,17,4,156,2,1.75,0,0,0,0,0,11,0,0
12,6,23,20,4,163,1,2.25,0,0,1,0,1,15,0,0
11,5,14,25,3,163,2,4.5,1,0,1,0,1,15,0,1
13,7,24,16,3,163,2,4,0,0,1,0,0,15,0,0
5,7,23,17,4,197,1,3,0,0,0,NA,1,12,0,0
6,NA,NA,21,7,163,1,NA,1,NA,0,NA,0,15,0,NA
6,8,28,13,7,163,1,2.5,0,0,0,0,1,16,0,0
10,8,NA,11,7,156,1,NA,0,0,0,0,1,12,0,0
9,7,23,18,5,163,1,2.5,0,0,NA,0,1,15,0,0
11,6,17,20,1,163,NA,4,0,0,1,0,0,15,1,1
8,6,29,20,6,163,1,1.5,1,0,1,0,1,16,0,0
10,9,21,2,6,207,1,1,0,0,0,0,0,11,0,1
11,3,15,29,3,207,6,4.5,0,0,0,0,0,12,0,1
12,NA,18,22,5,156,1,3.5,0,0,1,0,1,12,0,1
5,7,21,17,0,156,2,4.5,0,0,0,0,0,12,0,0
11,5,18,14,6,197,1,3.75,1,0,0,0,1,12,NA,1
9,5,24,24,6,163,1,2.5,1,0,1,0,1,16,0,0
11,6,24,13,4,207,2,2.75,0,0,0,0,1,11,0,0
11,10,32,5,7,207,1,1.25,0,0,0,0,1,11,0,0
10,9,35,1,7,197,2,1,1,0,0,0,1,12,NA,0
6,8,22,14,3,197,1,2,1,0,0,0,1,12,0,0
8,7,25,4,5,207,1,1.75,0,0,0,0,1,11,0,0
13,6,21,18,6,163,2,4,1,0,1,0,1,15,0,1
8,5,20,13,1,163,1,3,0,0,0,0,0,16,0,0
8,7,NA,16,7,197,1,3,0,0,0,NA,0,12,0,0
9,6,24,12,NA,163,2,3.75,0,0,0,0,NA,16,0,0
8,8,29,3,7,207,1,1.25,1,0,0,0,1,11,0,0
10,6,25,8,5,163,1,2,1,0,NA,0,1,15,0,1
8,7,24,10,3,163,2,2,1,0,0,0,1,16,0,0
9,9,27,12,6,207,1,2.5,0,0,0,0,1,11,0,0
8,6,16,18,4,163,2,3.5,0,0,1,0,1,15,0,1
9,10,25,13,5,207,2,2.25,1,0,0,0,1,11,1,0
11,8,23,10,5,163,1,1.25,0,0,1,0,1,15,0,0
11,8,26,12,4,207,2,1.5,0,0,0,0,1,11,0,NA
10,7,19,18,3,197,2,3.75,0,0,0,0,1,13,0,1
9,10,33,6,7,207,1,2,1,0,0,0,1,11,0,1
11,7,19,24,7,197,2,4,0,0,1,NA,1,12,0,1
11,9,29,10,7,207,1,1,1,0,0,0,1,12,0,0
NA,8,16,NA,7,207,1,2.25,0,1,1,0,1,12,0,NA
10,7,NA,10,7,207,1,1.75,0,0,0,0,1,11,0,0
4,8,19,NA,6,102,1,3,NA,0,0,0,NA,13,0,NA
7,5,23,8,7,102,1,2.5,0,0,0,0,1,14,0,0
11,8,24,NA,0,207,1,1,0,0,0,0,0,11,0,0
12,7,18,16,3,163,1,3.75,0,0,NA,0,1,15,0,0
NA,10,16,NA,0,197,1,3,0,0,0,0,0,12,NA,NA
7,9,29,4,2,207,1,2.25,0,0,0,0,0,11,0,0
10,8,32,1,6,163,1,1.75,1,0,1,0,1,16,1,0
6,10,35,20,3,153,1,1,1,0,0,0,0,15,1,0
9,9,32,5,7,163,1,1.5,1,0,0,0,1,16,1,0
NA,5,26,11,3,102,2,2.25,0,0,NA,0,0,NA,0,1
6,4,NA,NA,4,207,1,3.5,0,0,0,0,0,12,0,NA
NA,0,7,NA,4,163,8,NA,0,1,1,1,0,15,0,NA
11,NA,NA,17,NA,207,2,3.5,0,0,0,0,0,11,0,1
7,6,21,NA,7,102,1,2.5,0,0,1,0,0,13,1,1
NA,8,NA,NA,NA,197,2,NA,0,0,0,0,NA,12,1,1
9,10,28,NA,4,102,1,1,0,0,0,0,0,13,0,NA
10,10,27,9,3,78,2,1.5,1,0,0,0,1,12,0,0
10,8,23,11,3,78,2,3.25,0,0,0,0,0,12,0,0
10,10,31,0,6,78,2,1,1,0,0,0,1,12,0,0
8,5,7,11,7,78,2,NA,0,0,0,0,1,12,0,1
8,8,24,14,4,78,2,3.25,0,0,0,0,0,11,0,1
11,10,27,9,7,78,2,1.75,1,0,0,0,1,11,0,0
10,9,23,16,3,78,2,3,1,0,0,0,1,11,0,1
11,10,19,20,4,78,2,3.75,0,0,0,0,1,11,0,0
8,6,23,16,4,78,2,1.75,0,0,0,0,0,11,0,1
3,8,29,3,7,153,1,1.25,0,0,0,0,0,13,1,0
9,5,20,12,3,78,2,3.75,0,0,0,0,0,11,0,1
10,8,27,8,4,153,1,2,0,0,0,0,1,13,1,1
12,6,18,24,6,153,1,4.25,1,0,0,0,1,13,0,0
13,2,10,17,0,153,1,4.75,0,0,0,0,0,13,0,0
9,5,12,15,3,78,2,3.25,1,0,0,0,1,11,0,1
13,4,24,22,3,78,2,5,0,0,0,0,0,12,0,1
11,8,31,2,3,153,1,1.75,0,0,0,0,0,14,1,0
5,8,23,NA,3,153,NA,3.75,1,NA,NA,NA,NA,14,0,NA
9,7,24,6,4,153,1,1,0,0,0,0,0,13,0,0
10,10,28,6,5,153,2,1.25,1,0,0,0,1,14,0,0
8,10,26,11,7,153,1,2.25,0,0,0,0,1,13,0,0
11,9,29,15,5,153,2,2.75,1,0,0,0,1,13,0,0
11,7,21,10,7,153,1,2.75,0,0,0,0,1,14,1,0
6,6,16,10,5,153,1,3.75,0,0,1,0,0,14,0,0
9,5,23,13,4,78,2,3,0,0,0,0,1,11,0,0
8,9,29,9,3,153,2,2,0,0,0,0,0,13,0,1
10,6,26,17,2,153,1,2.25,0,0,0,0,0,13,0,0
10,6,22,24,5,78,2,4.25,0,0,0,0,1,11,0,1
11,8,21,18,4,163,1,2.75,0,1,1,0,1,15,0,1
9,4,20,22,7,163,1,3.5,0,0,1,0,1,15,0,0
6,4,NA,NA,NA,153,2,4.75,NA,NA,NA,NA,NA,13,0,NA
4,3,13,16,2,163,6,4.5,0,0,0,0,0,16,1,0
7,8,24,7,2,153,2,1.75,1,0,0,0,0,13,1,0
10,5,24,11,2,163,1,2.5,1,0,0,0,0,15,0,0
10,8,21,10,4,163,2,1.75,0,0,1,0,1,16,0,1
11,8,18,20,4,163,2,3.75,0,0,1,0,0,15,0,0
12,6,16,20,3,163,2,4.25,1,1,1,0,1,16,0,1
10,5,19,21,7,163,2,4,0,NA,NA,NA,1,15,0,NA
11,8,31,18,7,163,1,2.5,0,0,0,0,1,16,0,0
6,10,34,0,7,153,2,1.25,1,0,0,0,0,13,0,0
9,10,27,13,2,163,2,2.75,0,0,0,0,1,16,0,0
8,6,21,15,7,153,2,3.75,0,0,0,0,1,13,0,0
10,5,7,NA,3,163,1,NA,1,NA,0,0,0,15,0,NA
NA,NA,NA,13,NA,197,1,NA,0,0,0,0,1,12,0,0
10,9,23,10,5,153,2,1.75,1,0,0,0,1,14,0,0
9,3,NA,16,3,153,2,4.75,0,0,0,0,1,13,1,0
9,6,26,17,5,153,2,4.25,0,0,0,0,1,13,1,0
11,10,35,5,4,153,2,1.25,0,0,0,0,1,13,0,0
9,6,29,12,5,153,1,2.75,0,0,0,0,1,13,1,0
8,NA,NA,NA,NA,197,1,NA,NA,0,NA,0,NA,12,1,NA
10,10,34,4,7,153,1,1,1,0,0,0,1,13,0,0
12,8,28,NA,4,163,1,1.25,1,NA,NA,0,1,15,0,NA
NA,NA,NA,NA,NA,78,2,NA,0,0,0,0,NA,12,1,NA
8,7,NA,25,7,153,2,4.25,0,0,0,0,1,13,1,1
NA,4,NA,16,4,78,2,4,0,0,0,0,0,11,0,NA
11,8,28,9,5,78,2,2.75,0,0,0,0,NA,11,0,1
8,8,22,11,2,153,NA,3,1,0,0,0,1,14,0,0
NA,4,NA,24,NA,153,2,NA,0,0,0,0,0,13,0,1
12,5,21,27,3,163,1,3,0,0,1,NA,1,15,1,0
9,NA,23,19,6,133,1,1.5,0,0,NA,0,0,16,0,0
10,8,31,4,3,133,1,1.5,0,0,0,0,0,15,0,0
12,7,21,18,2,133,1,1.75,0,0,1,0,1,16,0,0
10,NA,24,13,5,133,2,2.25,0,0,0,0,1,16,0,0
6,7,27,9,2,133,2,2.75,0,0,0,0,0,15,0,0
10,7,24,9,3,133,1,4,1,0,0,0,0,15,0,0
7,4,15,22,2,133,2,4.5,0,1,1,1,0,15,0,1
7,5,11,23,1,133,6,4.5,0,0,0,0,0,15,0,1
10,7,17,17,4,133,1,3,0,1,1,1,1,16,0,0
11,6,17,20,4,133,2,3.25,1,0,0,0,0,15,1,0
11,5,16,21,4,133,2,4.25,1,0,1,0,0,15,0,0
7,6,29,14,3,133,2,3.5,1,0,1,0,0,15,0,0
7,6,15,29,2,133,2,4.25,0,0,NA,0,0,16,1,1
9,7,21,16,7,133,3,3.5,0,0,1,0,1,15,0,1
11,9,33,8,4,133,1,1.75,1,0,0,0,1,15,0,0
8,7,22,10,5,133,2,3.25,0,1,1,0,0,15,0,0
11,7,21,20,2,133,2,3.25,0,0,1,0,0,15,1,1
NA,5,NA,19,7,133,2,3.75,1,0,0,0,1,15,1,0
13,7,24,16,2,133,2,3.25,0,0,1,0,1,15,0,1
13,7,27,8,5,133,1,1.75,0,0,1,0,1,16,1,0
7,3,10,29,3,133,2,4.5,0,0,1,0,1,15,0,1
10,10,33,3,4,133,1,1.25,1,0,0,0,1,15,0,0
10,3,12,24,5,133,2,4,0,0,1,0,1,16,0,1
9,4,19,22,1,133,2,3.75,1,0,0,0,0,15,1,0
9,6,21,22,2,133,1,4,0,0,1,0,0,15,0,1
9,4,24,18,4,133,1,1,1,0,0,0,1,15,1,0
13,8,26,NA,4,133,1,2,0,NA,NA,NA,NA,16,1,NA
7,6,23,12,3,133,2,2.25,1,0,1,0,0,16,1,0
9,6,22,19,0,133,NA,2.75,1,0,0,0,0,15,0,1
10,7,24,2,4,133,2,1.75,0,0,0,0,0,16,0,0
8,3,NA,NA,NA,133,2,4.25,NA,NA,NA,NA,NA,15,0,NA
6,10,28,3,4,133,1,1.25,1,0,0,0,1,15,1,0
13,9,35,3,5,133,1,1,1,0,0,0,1,15,0,0
8,7,21,15,3,133,2,3.25,1,0,1,0,1,15,0,0
12,10,33,9,5,133,2,1.25,1,0,0,0,1,15,0,0
12,7,22,14,5,133,2,3.25,0,0,1,0,1,15,0,0
10,9,23,11,5,133,2,1.5,1,0,0,0,1,15,0,0
9,6,22,19,1,133,2,3.25,0,1,1,0,0,15,0,0
NA,0,NA,23,7,133,7,5,1,1,0,1,0,16,1,1
9,8,27,NA,7,133,1,2.5,0,0,0,0,1,15,1,NA
9,4,18,12,2,133,2,3.75,0,0,1,0,0,16,0,0
7,7,19,11,4,133,2,3.75,1,0,0,0,1,15,0,0
5,6,19,19,1,133,2,2.75,0,0,1,0,0,15,0,0
12,7,13,22,0,133,2,4.25,0,0,1,0,0,15,0,0
12,2,7,29,5,133,8,5,1,1,1,0,1,16,0,0
8,8,NA,NA,NA,133,2,2.5,NA,NA,NA,NA,NA,16,0,NA
9,6,24,8,4,133,1,1.75,0,0,0,0,1,15,0,0
8,8,20,19,3,133,2,4,0,0,1,0,0,16,0,0
8,0,9,30,1,133,4,4,0,0,1,0,0,16,0,1
5,5,19,18,4,133,1,2.25,0,1,1,0,0,15,0,1
11,9,34,1,5,133,2,1,1,0,0,0,1,15,0,0
7,8,28,9,4,133,1,1,1,0,0,0,0,15,1,0
12,7,19,23,3,133,1,4.25,0,0,1,0,1,15,0,0
10,10,26,10,3,133,2,4,1,0,1,0,1,16,0,0
12,4,21,17,3,133,1,4,1,0,0,0,1,16,0,0
9,8,29,9,6,133,1,2,0,1,1,0,1,16,1,0
13,7,26,10,5,133,2,2,1,0,0,0,1,16,0,0
9,6,21,22,3,133,1,4.75,0,0,0,0,1,16,0,1
13,8,29,13,5,133,1,2,0,0,0,0,1,16,1,0
11,6,27,10,3,133,1,1.5,1,NA,NA,0,1,15,0,0
9,5,19,19,4,133,2,4.5,1,0,1,0,1,16,0,0
NA,8,21,NA,NA,133,NA,3,1,NA,NA,NA,NA,NA,0,NA
11,8,24,13,5,133,2,2.25,0,0,0,0,0,16,0,1
11,7,22,11,6,133,1,4,1,NA,NA,0,1,15,NA,NA
12,7,23,12,6,133,1,2.75,1,0,0,0,0,15,1,1
7,5,25,17,3,133,2,4,0,0,1,0,0,15,0,0
12,4,23,10,4,163,2,4.25,1,0,1,0,1,16,0,0
12,6,17,18,6,163,2,3.5,0,0,1,0,1,15,0,0
10,6,17,13,3,163,2,2.5,0,0,1,0,0,15,0,0
NA,0,19,19,3,133,NA,1.75,0,1,1,0,0,14,1,1
11,8,21,12,4,163,1,2.75,1,0,1,0,1,15,0,0
10,8,25,10,5,133,1,2.75,0,0,0,0,1,15,0,0
9,4,21,25,7,163,6,4.25,0,0,0,0,0,16,1,1
9,6,16,28,0,163,NA,5,0,0,0,0,0,16,0,1
8,3,17,22,2,133,2,3.5,0,0,0,0,0,15,0,0
9,10,17,8,NA,163,1,1,1,0,0,0,1,15,1,0
6,4,12,31,1,163,NA,4.75,0,0,1,0,NA,15,0,0
6,10,28,NA,7,133,1,1,0,1,1,0,1,15,0,0
11,6,20,9,4,163,2,3.25,1,0,0,0,1,15,0,0
5,10,32,1,3,133,1,1,0,0,0,0,1,16,0,0
9,7,30,5,5,163,1,1.25,0,0,1,0,1,16,0,0
7,6,16,NA,NA,163,2,4,0,0,1,0,0,15,0,NA
11,5,24,18,5,163,1,3.25,1,0,1,0,1,16,0,0
8,6,16,25,3,163,1,4.75,0,0,0,0,1,15,0,0
8,8,25,13,5,163,3,1.75,0,0,1,0,0,15,1,0
12,7,30,5,7,163,1,1.25,0,0,0,0,1,15,0,0
9,4,21,20,2,163,2,4.25,0,0,0,0,0,15,0,0
11,7,17,15,4,163,2,3.75,1,0,1,0,1,15,0,0
5,6,23,18,1,163,1,2.5,0,0,0,0,1,15,0,0
8,6,22,25,7,163,2,4,1,0,0,0,1,15,0,0
10,8,31,12,4,163,1,1.5,0,0,1,0,0,15,0,0
8,3,12,26,7,163,1,4.75,1,0,1,NA,1,15,0,1
8,2,12,27,4,163,2,4.75,1,1,1,1,1,15,0,0
12,5,21,22,3,163,2,3.75,0,0,1,0,0,15,0,0
13,8,26,12,6,163,1,3.5,1,0,0,0,1,15,0,0
8,7,15,8,4,163,2,4,1,0,0,0,1,16,0,1
9,7,14,18,1,163,6,4,1,0,0,0,0,16,0,1
9,8,NA,13,2,163,1,2,0,0,0,0,0,15,0,1
13,6,23,11,6,163,1,3.25,0,0,0,0,1,16,0,0
11,6,20,19,3,163,2,2.75,0,0,1,0,0,15,0,0
9,6,24,23,3,163,1,3.75,1,0,0,0,1,16,0,NA
13,7,23,13,6,163,1,3.25,0,0,1,0,1,16,0,0
9,9,23,12,5,163,1,1.5,1,0,1,0,1,15,0,0
10,8,28,NA,6,163,1,2,1,0,0,0,1,15,0,0
9,8,28,7,6,163,1,NA,1,0,0,0,1,15,0,0
NA,9,NA,NA,6,163,1,3,0,0,1,NA,1,15,0,NA
12,8,30,9,5,163,1,1.5,1,0,0,0,1,15,0,0
8,8,23,16,4,133,2,2.75,0,0,1,0,1,16,0,0
10,5,NA,NA,NA,163,2,4,NA,NA,1,0,NA,15,0,1
12,NA,25,NA,6,163,1,3.25,0,0,0,0,1,15,1,NA
6,6,NA,NA,3,163,2,NA,0,NA,1,0,0,15,0,0
12,9,31,2,5,163,1,1.25,1,0,0,0,1,15,0,0
NA,6,15,19,3,163,1,4,1,0,1,0,1,16,0,0
13,10,NA,NA,7,163,1,NA,1,0,1,1,1,15,1,1
10,8,28,7,0,133,1,1.75,0,0,1,0,1,15,0,0
7,7,21,13,3,163,1,3,0,1,1,1,1,15,0,0
6,7,23,8,7,163,1,NA,0,0,0,0,1,16,0,0
11,8,31,12,7,163,1,1.25,1,0,1,0,1,15,0,0
NA,6,21,20,1,156,2,3.5,0,0,0,0,0,14,0,0
8,7,21,9,4,156,1,2.75,0,0,1,0,0,14,0,0
5,7,27,11,NA,156,1,1.5,0,0,0,0,0,NA,0,1
5,8,27,8,7,156,1,1,0,0,0,0,1,13,0,0
8,8,25,16,7,133,1,2.5,0,0,0,0,1,15,1,0
9,3,18,30,4,156,2,4.5,0,0,0,0,1,13,0,1
7,8,27,4,4,156,1,3.5,0,0,0,0,NA,13,0,0
10,8,26,18,5,156,1,2.5,0,0,0,0,1,13,0,0
7,7,25,8,3,156,1,3.75,0,0,0,0,1,13,1,0
11,10,35,11,7,156,1,2.75,1,0,0,0,1,13,1,0
10,7,29,18,3,156,1,1,0,0,0,0,1,13,0,0
NA,8,NA,14,NA,156,2,2.5,1,0,0,0,NA,13,0,0
NA,8,26,20,5,156,1,3.75,0,0,0,0,NA,14,0,1
8,6,26,18,3,156,2,4.5,0,0,0,0,0,13,1,0
6,4,26,16,4,156,1,2.75,1,0,0,0,0,13,0,1
7,8,26,8,7,156,1,1,0,0,0,0,1,13,0,0
8,3,14,24,4,156,2,4.25,0,0,0,0,0,13,0,1
7,5,NA,23,4,156,6,4.25,0,0,0,0,0,13,0,1
12,8,NA,NA,4,118,1,1,0,0,1,0,1,14,1,0
8,7,28,14,5,156,2,1,0,0,0,0,1,14,0,0
7,8,31,5,2,163,1,1.25,0,0,0,0,0,15,0,0
8,5,28,13,4,163,1,2,0,0,1,0,1,15,0,0
7,6,17,20,1,118,2,2.75,0,0,0,0,0,15,0,0
8,6,20,21,5,163,8,4.75,0,0,1,0,1,15,0,0
6,2,14,27,1,163,6,4.25,0,0,1,0,0,15,1,1
13,7,17,22,3,133,2,2.75,0,NA,1,NA,0,15,0,1
6,5,NA,24,5,118,8,5,0,0,0,0,0,15,0,1
12,5,21,22,3,118,2,3,0,0,1,0,1,15,0,1
8,7,21,15,5,58,2,3.75,1,0,0,0,1,16,0,1
